CUSIP NO,ASTRK,ISSUER NAME,ISSUER DESCRIPTION,STATUS
316092 22 0,*,FIDELITY COVINGTON TRUST,ELEC VEHS & FUTR,
316092 23 8,*,FIDELITY COVINGTON TRUST,DIGITAL HLTH ETF,
316092 24 6,*,FIDELITY COVINGTON TRUST,CLOUD COMPUTNG,
316092 25 3,*,FIDELITY COVINGTON TRUST,CLEAN ENERGY ETF,
316092 26 1,,FIDELITY COVINGTON TRUST,PFD SECS INCOME,
316092 27 9,,FIDELITY COVINGTON TRUST,SUSTAINABLE U S,
316092 28 7,,FIDELITY COVINGTON TRUST,WOMEN'S LEADER,
316092 29 5,,FIDELITY COVINGTON TRUST,FIDELITY SML-MID,
316092 30 3,*,FIDELITY COVINGTON TRUST,CONSMR STAPLES,
316092 31 1,,FIDELITY COVINGTON TRUST,FIDELITY REL EST,
316092 32 9,,FIDELITY COVINGTON TRUST,FIDELITY MAGELAN,
316092 33 7,,FIDELITY COVINGTON TRUST,FIDELITY GROWTH,
316092 34 5,,FIDELITY COVINGTON TRUST,BLUE CHIP VALUE,
316092 35 2,,FIDELITY COVINGTON TRUST,BLUE CHIP GRWTH,
316092 36 0,,FIDELITY COVINGTON TRUST,NEW MILLENNIUM,
316092 37 8,,FIDELITY COVINGTON TRUST,FIDELITY US MLTF,
316092 38 6,*,FIDELITY COVINGTON TRUST,STOCK FOR INFL,
316092 40 2,*,FIDELITY COVINGTON TRUST,MSCI ENERGY IDX,
316092 50 1,*,FIDELITY COVINGTON TRUST,MSCI FINLS IDX,
316092 52 7,*,FIDELITY COVINGTON TRUST,SML MID MLTFCT,
316092 53 5,,FIDELITY COVINGTON TRUST,INTL MULTIFACTOR,
316092 54 3,,FIDELITY COVINGTON TRUST,EMERG MKTS MLTFT,
316092 60 0,*,FIDELITY COVINGTON TRUST,MSCI HLTH CARE I,
316092 61 8,,FIDELITY COVINGTON TRUST,HIGH YILD ETF,
316092 70 9,*,FIDELITY COVINGTON TRUST,MSCI INDL INDX,
316092 71 7,*,FIDELITY COVINGTON TRUST,INT VL FCT ETF,
316092 72 5,*,FIDELITY COVINGTON TRUST,INT HG DIV ETF,
316092 78 2,*,FIDELITY COVINGTON TRUST,VLU FACTOR ETF,
316092 79 0,*,FIDELITY COVINGTON TRUST,QLTY FCTOR ETF,
316092 80 8,*,FIDELITY COVINGTON TRUST,MSCI INFO TECH I,
316092 81 6,*,FIDELITY COVINGTON TRUST,MOMENTUM FACTR,
316092 82 4,*,FIDELITY COVINGTON TRUST,LOW VOLITY ETF,
316092 83 2,*,FIDELITY COVINGTON TRUST,DIVID ETF RISI,
316092 84 0,*,FIDELITY COVINGTON TRUST,HIGH DIVID ETF,
316092 85 7,*,FIDELITY COVINGTON TRUST,MSCI RL EST ETF,
316092 86 5,*,FIDELITY COVINGTON TRUST,MSCI UTILS INDEX,
316092 87 3,*,FIDELITY COVINGTON TRUST,MSCI COMMNTN SVC,
316092 88 1,*,FIDELITY COVINGTON TRUST,MSCI MATLS INDEX,
316092 90 0,,FIDELITY COVINGTON TRUST,CALL,
316092 90 0,,FIDELITY COVINGTON TRUST,CALL,
316092 90 0,,FIDELITY COVINGTON TRUST,CALL,
316092 90 0,,FIDELITY COVINGTON TRUST,CALL,
316092 90 0,,FIDELITY COVINGTON TRUST,CALL,
316092 90 1,,FIDELITY COVINGTON TRUST,CALL,
316092 90 1,,FIDELITY COVINGTON TRUST,CALL,
316092 90 2,,FIDELITY COVINGTON TRUST,CALL,
316092 90 2,,FIDELITY COVINGTON TRUST,CALL,
316092 90 2,,FIDELITY COVINGTON TRUST,CALL,
316092 90 3,,FIDELITY COVINGTON TRUST,CALL,
316092 90 3,,FIDELITY COVINGTON TRUST,CALL,
316092 90 3,,FIDELITY COVINGTON TRUST,CALL,
316092 90 4,,FIDELITY COVINGTON TRUST,CALL,
316092 90 4,,FIDELITY COVINGTON TRUST,CALL,
316092 90 5,,FIDELITY COVINGTON TRUST,CALL,
316092 90 5,,FIDELITY COVINGTON TRUST,CALL,
316092 90 6,,FIDELITY COVINGTON TRUST,CALL,
316092 90 6,,FIDELITY COVINGTON TRUST,CALL,
316092 90 6,,FIDELITY COVINGTON TRUST,CALL,
316092 90 6,,FIDELITY COVINGTON TRUST,CALL,
316092 90 7,,FIDELITY COVINGTON TRUST,CALL,
316092 90 7,,FIDELITY COVINGTON TRUST,CALL,
316092 90 7,,FIDELITY COVINGTON TRUST,CALL,
316092 90 8,,FIDELITY COVINGTON TRUST,CALL,
316092 90 8,,FIDELITY COVINGTON TRUST,CALL,
316092 90 8,,FIDELITY COVINGTON TRUST,CALL,
316092 90 9,,FIDELITY COVINGTON TRUST,CALL,
316092 95 0,,FIDELITY COVINGTON TRUST,PUT,
316092 95 0,,FIDELITY COVINGTON TRUST,PUT,
316092 95 0,,FIDELITY COVINGTON TRUST,PUT,
316092 95 0,,FIDELITY COVINGTON TRUST,PUT,
316092 95 0,,FIDELITY COVINGTON TRUST,PUT,
316092 95 1,,FIDELITY COVINGTON TRUST,PUT,
316092 95 1,,FIDELITY COVINGTON TRUST,PUT,
316092 95 2,,FIDELITY COVINGTON TRUST,PUT,
316092 95 2,,FIDELITY COVINGTON TRUST,PUT,
316092 95 2,,FIDELITY COVINGTON TRUST,PUT,
316092 95 3,,FIDELITY COVINGTON TRUST,PUT,
316092 95 3,,FIDELITY COVINGTON TRUST,PUT,
316092 95 3,,FIDELITY COVINGTON TRUST,PUT,
316092 95 4,,FIDELITY COVINGTON TRUST,PUT,
316092 95 4,,FIDELITY COVINGTON TRUST,PUT,
316092 95 5,,FIDELITY COVINGTON TRUST,PUT,
316092 95 5,,FIDELITY COVINGTON TRUST,PUT,
316092 95 6,,FIDELITY COVINGTON TRUST,PUT,
316092 95 6,,FIDELITY COVINGTON TRUST,PUT,
316092 95 6,,FIDELITY COVINGTON TRUST,PUT,
316092 95 6,,FIDELITY COVINGTON TRUST,PUT,
316092 95 7,,FIDELITY COVINGTON TRUST,PUT,
316092 95 7,,FIDELITY COVINGTON TRUST,PUT,
316092 95 7,,FIDELITY COVINGTON TRUST,PUT,
316092 95 8,,FIDELITY COVINGTON TRUST,PUT,
316092 95 8,,FIDELITY COVINGTON TRUST,PUT,
316092 95 8,,FIDELITY COVINGTON TRUST,PUT,
316092 95 9,,FIDELITY COVINGTON TRUST,PUT,
31609A 10 7,,FIDELITY COVINGTON TRUST,ENHANCED LARGE,ADDED
31609A 20 6,,FIDELITY COVINGTON TRUST,ENHANCED SMALL,ADDED
31609A 30 5,,FIDELITY COVINGTON TRUST,ENHANCED LARGE,ADDED
31609A 40 4,,FIDELITY COVINGTON TRUST,ENHANCED INTL,ADDED
31609A 50 3,,FIDELITY COVINGTON TRUST,ENHANCED MID,ADDED
31609R 10 0,,FIDELITY D & D BANCORP INC,COM,
316188 10 1,,FIDELITY MERRIMACK STR TR,CORP BOND ETF,
316188 20 0,,FIDELITY MERRIMACK STR TR,LTD TRM BD ETF,
316188 30 9,*,FIDELITY MERRIMACK STR TR,TOTAL BD ETF,
316188 40 8,,FIDELITY MERRIMACK STR TR,LOW DURTIN ETF,
316188 60 6,,FIDELITY MERRIMACK STR TR,INVESTMENT GR BD,
316188 70 5,,FIDELITY MERRIMACK STR TR,INVESTMENT GR SE,
316188 80 4,,FIDELITY MERRIMACK STR TR,SUSTAINABLE LOW,
316188 87 9,,FIDELITY MERRIMACK STR TR,TACTICAL BOND,
316188 88 7,,FIDELITY MERRIMACK STR TR,SUSTAINABLE CORE,
316188 90 9,,FIDELITY MERRIMACK STR TR,CALL,
316188 95 9,,FIDELITY MERRIMACK STR TR,PUT,
31620M 10 6,*,FIDELITY NATL INFORMATION SV,COM,
31620M 90 6,,FIDELITY NATL INFORMATION SV,CALL,
31620M 95 6,,FIDELITY NATL INFORMATION SV,PUT,
31620R 30 3,*,FIDELITY NATIONAL FINANCIAL,FNF GROUP COM,
31620R 90 3,,FIDELITY NATIONAL FINANCIAL,CALL,
31620R 95 3,,FIDELITY NATIONAL FINANCIAL,PUT,
316500 10 7,*,FIDUS INVT CORP,COM,
316500 90 7,,FIDUS INVT CORP,CALL,
316500 95 7,,FIDUS INVT CORP,PUT,
31660B 10 1,*,FIESTA RESTAURANT GROUP INC,COM,DELETED
31660B 90 1,,FIESTA RESTAURANT GROUP INC,CALL,DELETED
31660B 95 1,,FIESTA RESTAURANT GROUP INC,PUT,DELETED
316773 10 0,*,FIFTH THIRD BANCORP,COM,
316773 90 0,,FIFTH THIRD BANCORP,CALL,
316773 95 0,,FIFTH THIRD BANCORP,PUT,
31738L 10 7,*,FINANCE OF AMERICA COMPAN,COM CL A,
31738L 11 5,,FINANCE OF AMERICA COMPAN,*W EXP 04/08/202,
31738L 90 7,,FINANCE OF AMERICA COMPAN,CALL,
31738L 95 7,,FINANCE OF AMERICA COMPAN,PUT,
317585 40 4,*,FINANCIAL INSTNS INC,COM,
317585 90 4,,FINANCIAL INSTNS INC,CALL,
317585 95 4,,FINANCIAL INSTNS INC,PUT,
31773D 20 0,*,FINCH THERAPEUTICS GROUP INC,COM NEW,
31773D 90 0,,FINCH THERAPEUTICS GROUP INC,CALL,
31773D 95 0,,FINCH THERAPEUTICS GROUP INC,PUT,
31788K 10 8,*,FINGERMOTION INC,COM,
31788K 90 8,,FINGERMOTION INC,CALL,
31788K 95 8,,FINGERMOTION INC,PUT,
31809Y 10 3,,FINSERV ACQUISITION CORP II,COM CL A,DELETED
31809Y 11 1,,FINSERV ACQUISITION CORP II,*W EXP 02/17/202,DELETED
31809Y 20 2,,FINSERV ACQUISITION CORP II,UNIT 02/17/2026,DELETED
31810T 10 1,*,FINVOLUTION GROUP,SPONSORED ADS,
31810T 90 1,,FINVOLUTION GROUP,CALL,
31810T 95 1,,FINVOLUTION GROUP,PUT,
31812F 10 9,,FINWARD BANCORP,COM,
318136 10 8,,FINTECH ECOSYSTEM DEVE,CLASS A COM,
318136 11 6,,FINTECH ECOSYSTEM DEVE,*W EXP 04/01/202,
318136 12 4,,FINTECH ECOSYSTEM DEVE,RIGHT 04/01/2026,
318136 20 7,,FINTECH ECOSYSTEM DEVE,UNIT 04/01/2026,
31813A 10 9,,FINWISE BANCORP,COM,
31846B 10 8,*,FIRST ADVANTAGE CORP NEW,COM,
31846B 90 8,,FIRST ADVANTAGE CORP NEW,CALL,
31846B 95 8,,FIRST ADVANTAGE CORP NEW,PUT,
31847R 10 2,*,FIRST AMERN FINL CORP,COM,
31847R 90 2,,FIRST AMERN FINL CORP,CALL,
31847R 95 2,,FIRST AMERN FINL CORP,PUT,
31866P 10 2,*,FIRST BANCORP INC ME,COM,
31866P 90 2,,FIRST BANCORP INC ME,CALL,
31866P 95 2,,FIRST BANCORP INC ME,PUT,
318672 70 6,*,FIRST BANCORP P R,COM NEW,
318672 90 6,,FIRST BANCORP P R,CALL,
318672 95 6,,FIRST BANCORP P R,PUT,
318910 10 6,*,FIRST BANCORP N C,COM,
318910 90 6,,FIRST BANCORP N C,CALL,
318910 95 6,,FIRST BANCORP N C,PUT,
318916 10 3,*,FIRST BANCSHARES INC MS,COM,
318916 90 3,,FIRST BANCSHARES INC MS,CALL,
318916 95 3,,FIRST BANCSHARES INC MS,PUT,
31931U 10 2,*,FIRST BK WILLIAMSTOWN NEW JE,COM,
31931U 90 2,,FIRST BK WILLIAMSTOWN NEW JE,CALL,
31931U 95 2,,FIRST BK WILLIAMSTOWN NEW JE,PUT,
319383 20 4,*,FIRST BUSEY CORP,COM NEW,
319383 90 4,,FIRST BUSEY CORP,CALL,
319383 95 4,,FIRST BUSEY CORP,PUT,
319390 10 0,*,FIRST BUSINESS FINL SVCS INC,COM,
319390 90 0,,FIRST BUSINESS FINL SVCS INC,CALL,
319390 95 0,,FIRST BUSINESS FINL SVCS INC,PUT,
31942S 10 4,,FIRST CAP INC,COM,
31946M 10 3,*,FIRST CTZNS BANCSHARES INC N,CL A,
31946M 90 3,,FIRST CTZNS BANCSHARES INC N,CALL,
31946M 95 3,,FIRST CTZNS BANCSHARES INC N,PUT,
319829 10 7,*,FIRST COMWLTH FINL CORP PA,COM,
319829 90 7,,FIRST COMWLTH FINL CORP PA,CALL,
319829 95 7,,FIRST COMWLTH FINL CORP PA,PUT,
319835 10 4,,FIRST CMNTY CORP S C,COM,
31983A 10 3,*,FIRST CMNTY BANKSHARES INC V,COM,
31983A 90 3,,FIRST CMNTY BANKSHARES INC V,CALL,
31983A 95 3,,FIRST CMNTY BANKSHARES INC V,PUT,
320209 10 9,*,FIRST FINL BANCORP OH,COM,
320209 90 9,,FIRST FINL BANCORP OH,CALL,
320209 95 9,,FIRST FINL BANCORP OH,PUT,
32020R 10 9,*,FIRST FINL BANKSHARES INC,COM,
32020R 90 9,,FIRST FINL BANKSHARES INC,CALL,
32020R 95 9,,FIRST FINL BANKSHARES INC,PUT,
320218 10 0,*,FIRST FINL CORP IND,COM,
320218 90 0,,FIRST FINL CORP IND,CALL,
320218 95 0,,FIRST FINL CORP IND,PUT,
32022K 10 2,,FIRST FINANCIAL NORTHWEST IN,COM,
32026V 10 4,*,FIRST FNDTN INC,COM,
32026V 90 4,,FIRST FNDTN INC,CALL,
32026V 95 4,,FIRST FNDTN INC,PUT,
32043P 10 6,,FIRST GTY BANCSHARES INC,COM,
320517 10 5,*,FIRST HORIZON CORPORATION,COM,
320517 90 5,,FIRST HORIZON CORPORATION,CALL,
320517 95 5,,FIRST HORIZON CORPORATION,PUT,
32051X 10 8,*,FIRST HAWAIIAN INC,COM,
32051X 90 8,,FIRST HAWAIIAN INC,CALL,
32051X 95 8,,FIRST HAWAIIAN INC,PUT,
32054K 10 3,*,FIRST INDL RLTY TR INC,COM,
32054K 90 3,,FIRST INDL RLTY TR INC,CALL,
32054K 95 3,,FIRST INDL RLTY TR INC,PUT,
320551 10 4,*,1STDIBS COM INC,COM,
320551 90 4,,1STDIBS COM INC,CALL,
320551 95 4,,1STDIBS COM INC,PUT,
320557 10 1,*,FIRST INTERNET BANCORP,COM,
320557 90 1,,FIRST INTERNET BANCORP,CALL,
320557 95 1,,FIRST INTERNET BANCORP,PUT,
32055Y 20 1,*,FIRST INTST BANCSYSTEM INC,COM,
32055Y 90 1,,FIRST INTST BANCSYSTEM INC,CALL,
32055Y 95 1,,FIRST INTST BANCSYSTEM INC,PUT,
320703 10 1,,CALIDI BIOTHERAPEUTICS INC,COM NEW,
320703 11 9,,CALIDI BIOTHERAPEUTICS INC,*W EXP 03/14/202,
320734 10 6,*,FIRST LONG IS CORP,COM,
320734 90 6,,FIRST LONG IS CORP,CALL,
320734 95 6,,FIRST LONG IS CORP,PUT,
32076V 10 3,*,FIRST MAJESTIC SILVER CORP,COM,
32076V 90 3,,FIRST MAJESTIC SILVER CORP,CALL,
32076V 95 3,,FIRST MAJESTIC SILVER CORP,PUT,
32076V AD 5,,FIRST MAJESTIC SILVER CORP,NOTE  0.375% 1/1,
320817 10 9,*,FIRST MERCHANTS CORP,COM,
320817 90 9,,FIRST MERCHANTS CORP,CALL,
320817 95 9,,FIRST MERCHANTS CORP,PUT,
320866 10 6,*,FIRST MID ILL BANCSHARES INC,COM,
320866 90 6,,FIRST MID ILL BANCSHARES INC,CALL,
320866 95 6,,FIRST MID ILL BANCSHARES INC,PUT,
32106V 10 7,,FIRST NATL CORP,COM,
335834 10 7,,FIRST NORTHWEST BANCORP,COM,
33621E 10 9,,FIRST SVGS FINL GROUP INC,COM,
33631F 10 4,,FIRST SEACOAST BANCORP INC,COM,
336433 10 7,*,FIRST SOLAR INC,COM,
336433 90 7,,FIRST SOLAR INC,CALL,
336433 95 7,,FIRST SOLAR INC,PUT,
336901 10 3,*,1ST SOURCE CORP,COM,
336901 90 3,,1ST SOURCE CORP,CALL,
336901 95 3,,1ST SOURCE CORP,PUT,
336917 10 9,*,FIRST TR MORNINGSTAR DIVID L,SHS,
336917 90 9,,FIRST TR MORNINGSTAR DIVID L,CALL,
336917 95 9,,FIRST TR MORNINGSTAR DIVID L,PUT,
336920 10 3,*,FIRST TR EXCHANGE TRADED FD,US EQTY OPPT ETF,
336920 90 3,,FIRST TR EXCHANGE TRADED FD,CALL,
336920 95 3,,FIRST TR EXCHANGE TRADED FD,PUT,
33718M 10 5,,FIRST TR DOW JONES SELECT MI,COM SHS ANNUAL,
33718W 10 3,,FIRST TR INTER DURATN PFD &,COM,
33719L 10 6,*,FIRST TR EXCHANGE-TRADED FD,NASDAQ LUX DIGI,
33719L 90 6,,FIRST TR EXCHANGE-TRADED FD,CALL,
33719L 95 6,,FIRST TR EXCHANGE-TRADED FD,PUT,
337318 10 9,,FIRST TR ENHANCED EQUITY INC,COM,
337319 10 7,,FIRST TR ABRDN GBL OPP INCM,COM SHS,
33733A 20 1,*,FIRST TR EXCHANGE TRADED FD,DOW 30 EQL WGT,
33733A 90 1,,FIRST TR EXCHANGE TRADED FD,CALL,
33733A 95 1,,FIRST TR EXCHANGE TRADED FD,PUT,
33733B 10 0,*,FIRST TR EXCHANGE TRADED FD,WTR ETF,
33733B 90 0,,FIRST TR EXCHANGE TRADED FD,CALL,
33733B 95 0,,FIRST TR EXCHANGE TRADED FD,PUT,
33733C 10 8,*,FIRST TR MULTI CP VAL ALPHA,SHS ISSUED FRST,
33733C 90 8,,FIRST TR MULTI CP VAL ALPHA,CALL,
33733C 95 8,,FIRST TR MULTI CP VAL ALPHA,PUT,
33733E 10 4,*,FIRST TR EXCHANGE-TRADED FD,CAP STRENGTH ETF,
33733E 20 3,*,FIRST TR EXCHANGE-TRADED FD,NY ARCA BIOTECH,
33733E 30 2,*,FIRST TR EXCHANGE-TRADED FD,DJ INTERNT IDX,
33733E 40 1,*,FIRST TR EXCHANGE-TRADED FD,NASDAQ 100 EX,
33733E 50 0,*,FIRST TR EXCHANGE-TRADED FD,NAS CLNEDG GREEN,
33733E 70 8,,FIRST TR EXCHANGE-TRADED FD,DIVIDEND STRNGTH,
33733E 79 9,,FIRST TR EXCHANGE-TRADED FD,FIRST TR S&P 500,
33733E 80 7,*,FIRST TR EXCHANGE-TRADED FD,NAT GAS ETF,
33733E 81 5,,FIRST TR EXCHANGE-TRADED FD,BLOOMBERG INFLAT,
33733E 82 3,,FIRST TR EXCHANGE-TRADED FD,GROWTH STRENGTH,
33733E 83 1,*,FIRST TR EXCHANGE-TRADED FD,INDXX AEROSPACE,
33733E 84 9,,FIRST TR EXCHANGE-TRADED FD,CBOE VEST GLD ST,
33733E 85 6,*,FIRST TR EXCHANGE-TRADED FD,FT CBOE VEST GLD,
33733E 87 2,,FIRST TR EXCHANGE-TRADED FD,LUNT US FACTOR,
33733E 90 0,,FIRST TR EXCHANGE-TRADED FD,CALL,
33733E 90 1,,FIRST TR EXCHANGE-TRADED FD,CALL,
33733E 90 1,,FIRST TR EXCHANGE-TRADED FD,CALL,
33733E 90 2,,FIRST TR EXCHANGE-TRADED FD,CALL,
33733E 90 3,,FIRST TR EXCHANGE-TRADED FD,CALL,
33733E 90 4,,FIRST TR EXCHANGE-TRADED FD,CALL,
33733E 90 6,,FIRST TR EXCHANGE-TRADED FD,CALL,
33733E 90 7,,FIRST TR EXCHANGE-TRADED FD,CALL,
33733E 95 0,,FIRST TR EXCHANGE-TRADED FD,PUT,
33733E 95 1,,FIRST TR EXCHANGE-TRADED FD,PUT,
33733E 95 1,,FIRST TR EXCHANGE-TRADED FD,PUT,
33733E 95 2,,FIRST TR EXCHANGE-TRADED FD,PUT,
33733E 95 3,,FIRST TR EXCHANGE-TRADED FD,PUT,
33733E 95 4,,FIRST TR EXCHANGE-TRADED FD,PUT,
33733E 95 6,,FIRST TR EXCHANGE-TRADED FD,PUT,
33733E 95 7,,FIRST TR EXCHANGE-TRADED FD,PUT,
33733F 10 1,*,FIRST TR MULTI CAP GROWTH AL,COM SHS,
33733F 90 1,,FIRST TR MULTI CAP GROWTH AL,CALL,
33733F 95 1,,FIRST TR MULTI CAP GROWTH AL,PUT,
33733G 10 9,,FIRST TR SPECIALTY FIN & FIN,COM BEN INTR,
33733U 10 8,,FIRST TR SR FLTG RATE INCOME,COM,
337344 10 5,*,FIRST TR NAS100 EQ WEIGHTED,SHS,
337344 90 5,,FIRST TR NAS100 EQ WEIGHTED,CALL,
337344 95 5,,FIRST TR NAS100 EQ WEIGHTED,PUT,
337345 10 2,*,FIRST TR NASDAQ 100 TECH IND,SHS,
337345 90 2,,FIRST TR NASDAQ 100 TECH IND,CALL,
337345 95 2,,FIRST TR NASDAQ 100 TECH IND,PUT,
33734E 10 3,,FIRST TR MTG INCOME FD,COM SHS,
33734G 10 8,*,FIRST TR S&P REIT INDEX FD,COM,
33734G 90 8,,FIRST TR S&P REIT INDEX FD,CALL,
33734G 95 8,,FIRST TR S&P REIT INDEX FD,PUT,
33734H 10 6,*,FIRST TR VALUE LINE DIVID IN,SHS,
33734H 90 6,,FIRST TR VALUE LINE DIVID IN,CALL,
33734H 95 6,,FIRST TR VALUE LINE DIVID IN,PUT,
33734K 10 9,*,FIRST TR LRGE CP CORE ALPHA,COM SHS,
33734K 90 9,,FIRST TR LRGE CP CORE ALPHA,CALL,
33734K 95 9,,FIRST TR LRGE CP CORE ALPHA,PUT,
33734X 10 1,*,FIRST TR EXCHANGE TRADED FD,CONSUMR DISCRE,
33734X 11 9,*,FIRST TR EXCHANGE TRADED FD,CONSUMR STAPLE,
33734X 12 7,*,FIRST TR EXCHANGE TRADED FD,ENERGY ALPHADX,
33734X 13 5,*,FIRST TR EXCHANGE TRADED FD,FINLS ALPHADEX,
33734X 14 3,*,FIRST TR EXCHANGE TRADED FD,HLTH CARE ALPH,
33734X 15 0,*,FIRST TR EXCHANGE TRADED FD,INDLS PROD DUR,
33734X 16 8,*,FIRST TR EXCHANGE TRADED FD,MATERIALS ALPH,
33734X 17 6,*,FIRST TR EXCHANGE TRADED FD,TECH ALPHADEX,
33734X 18 4,*,FIRST TR EXCHANGE TRADED FD,UTILITIES ALPH,
33734X 19 2,*,FIRST TR EXCHANGE TRADED FD,CLOUD COMPUTING,
33734X 20 0,*,FIRST TR EXCHANGE TRADED FD,DJ GLBL DIVID,
33734X 30 9,*,FIRST TR EXCHANGE TRADED FD,S NETWRK FUT VEH,
33734X 74 7,,FIRST TR EXCHANGE TRADED FD,EMERGING MARKETS,ADDED
33734X 75 4,,FIRST TR EXCHANGE TRADED FD,BLOOMBERG EMMKT,
33734X 76 2,*,FIRST TR EXCHANGE TRADED FD,INDXX METAVERSE,
33734X 77 0,*,FIRST TR EXCHANGE TRADED FD,DJ INTL INTRNT,
33734X 78 8,,FIRST TR EXCHANGE TRADED FD,IPOX EUROPE EQ,
33734X 81 2,*,FIRST TR EXCHANGE TRADED FD,INDXX GLOBAL AGR,
33734X 83 8,*,FIRST TR EXCHANGE TRADED FD,INDXX NAT RE ETF,
33734X 84 6,*,FIRST TR EXCHANGE TRADED FD,NASDAQ CYB ETF,
33734X 85 3,*,FIRST TR EXCHANGE TRADED FD,INTL EQUITY OPP,
33734X 90 0,,FIRST TR EXCHANGE TRADED FD,CALL,
33734X 90 0,,FIRST TR EXCHANGE TRADED FD,CALL,
33734X 90 0,,FIRST TR EXCHANGE TRADED FD,CALL,
33734X 90 1,,FIRST TR EXCHANGE TRADED FD,CALL,
33734X 90 2,,FIRST TR EXCHANGE TRADED FD,CALL,
33734X 90 2,,FIRST TR EXCHANGE TRADED FD,CALL,
33734X 90 2,,FIRST TR EXCHANGE TRADED FD,CALL,
33734X 90 3,,FIRST TR EXCHANGE TRADED FD,CALL,
33734X 90 3,,FIRST TR EXCHANGE TRADED FD,CALL,
33734X 90 4,,FIRST TR EXCHANGE TRADED FD,CALL,
33734X 90 5,,FIRST TR EXCHANGE TRADED FD,CALL,
33734X 90 6,,FIRST TR EXCHANGE TRADED FD,CALL,
33734X 90 6,,FIRST TR EXCHANGE TRADED FD,CALL,
33734X 90 7,,FIRST TR EXCHANGE TRADED FD,CALL,
33734X 90 8,,FIRST TR EXCHANGE TRADED FD,CALL,
33734X 90 8,,FIRST TR EXCHANGE TRADED FD,CALL,
33734X 90 9,,FIRST TR EXCHANGE TRADED FD,CALL,
33734X 90 9,,FIRST TR EXCHANGE TRADED FD,CALL,
33734X 95 0,,FIRST TR EXCHANGE TRADED FD,PUT,
33734X 95 0,,FIRST TR EXCHANGE TRADED FD,PUT,
33734X 95 0,,FIRST TR EXCHANGE TRADED FD,PUT,
33734X 95 1,,FIRST TR EXCHANGE TRADED FD,PUT,
33734X 95 2,,FIRST TR EXCHANGE TRADED FD,PUT,
33734X 95 2,,FIRST TR EXCHANGE TRADED FD,PUT,
33734X 95 2,,FIRST TR EXCHANGE TRADED FD,PUT,
33734X 95 3,,FIRST TR EXCHANGE TRADED FD,PUT,
33734X 95 3,,FIRST TR EXCHANGE TRADED FD,PUT,
33734X 95 4,,FIRST TR EXCHANGE TRADED FD,PUT,
33734X 95 5,,FIRST TR EXCHANGE TRADED FD,PUT,
33734X 95 6,,FIRST TR EXCHANGE TRADED FD,PUT,
33734X 95 6,,FIRST TR EXCHANGE TRADED FD,PUT,
33734X 95 7,,FIRST TR EXCHANGE TRADED FD,PUT,
33734X 95 8,,FIRST TR EXCHANGE TRADED FD,PUT,
33734X 95 8,,FIRST TR EXCHANGE TRADED FD,PUT,
33734X 95 9,,FIRST TR EXCHANGE TRADED FD,PUT,
33734X 95 9,,FIRST TR EXCHANGE TRADED FD,PUT,
33734Y 10 9,*,FIRST TR SML CP CORE ALPHA F,COM SHS,
33734Y 90 9,,FIRST TR SML CP CORE ALPHA F,CALL,
33734Y 95 9,,FIRST TR SML CP CORE ALPHA F,PUT,
33735B 10 8,*,FIRST TR MID CAP CORE ALPHAD,COM SHS,
33735B 90 8,,FIRST TR MID CAP CORE ALPHAD,CALL,
33735B 95 8,,FIRST TR MID CAP CORE ALPHAD,PUT,
33735J 10 1,*,FIRST TR LRG CP VL ALPHADEX,COM SHS,
33735J 90 1,,FIRST TR LRG CP VL ALPHADEX,CALL,
33735J 95 1,,FIRST TR LRG CP VL ALPHADEX,PUT,
33735K 10 8,*,FIRST TRUST LRGCP GWT ALPHAD,COM SHS,
33735K 90 8,,FIRST TRUST LRGCP GWT ALPHAD,CALL,
33735K 95 8,,FIRST TRUST LRGCP GWT ALPHAD,PUT,
33735T 10 9,*,FIRST TR STOXX EUROPEAN SELE,COMMON SHS,
33735T 90 9,,FIRST TR STOXX EUROPEAN SELE,CALL,
33735T 95 9,,FIRST TR STOXX EUROPEAN SELE,PUT,
33736G 10 6,*,FIRST TR EXCHANGE-TRADED FD,GBL WND ENRG ETF,
33736G 90 6,,FIRST TR EXCHANGE-TRADED FD,CALL,
33736G 95 6,,FIRST TR EXCHANGE-TRADED FD,PUT,
33736M 10 3,*,FIRST TR EXCHANGE-TRADED FD,ALERIAN US NXTGN,
33736M 90 3,,FIRST TR EXCHANGE-TRADED FD,CALL,
33736M 95 3,,FIRST TR EXCHANGE-TRADED FD,PUT,
33736N 10 1,,FIRST TR FTSE EPRA / NAREIT,ALERIAN DISRUPT,
33736Q 10 4,*,FIRST TR NASDAQ ABA CMNTY BK,UT COM SHS ETF,
33736Q 90 4,,FIRST TR NASDAQ ABA CMNTY BK,CALL,
33736Q 95 4,,FIRST TR NASDAQ ABA CMNTY BK,PUT,
33737A 10 8,*,FIRST TR EXCHANGE TRADED FD,NASDQ CLN EDGE,
33737A 90 8,,FIRST TR EXCHANGE TRADED FD,CALL,
33737A 95 8,,FIRST TR EXCHANGE TRADED FD,PUT,
33737J 10 9,,FIRST TR EXCH TRD ALPHDX FD,ASIA EX JAPAN,
33737J 11 7,*,FIRST TR EXCH TRD ALPHDX FD,EUROPE ALPHADEX,
33737J 12 5,,FIRST TR EXCH TRD ALPHDX FD,LATIN AMER ALP,
